idestacion,lat,lon,uso,luns,lune,lunt,mars,mare,mart,mies,miee,miet,jues,juee,juet,vies,viee,viet,sabs,sabt,sabe,doms,dome,domt,totals,totale,tipoestacion
437,19.449,-99.17,971,-0.39,0.25,4,-0.39,0.3,4,-0.39,0.29,4,-0.36,0.29,4,-0.34,0.24,3,-0.11,0.07,1,-0.1,0.1,6,-0.29,0.22,3
438,19.411,-99.166,967,-0.31,0.37,5,-0.37,0.4,5,-0.33,0.39,5,-0.37,0.36,4,-0.42,0.19,3,-0.16,0.07,1,-0.13,0.08,1,-0.29,0.26,4
439,19.412,-99.156,942,-0.23,0.12,1,-0.27,0.14,3,-0.25,0.12,3,-0.24,0.12,1,-0.27,0.09,3,-0.12,0.04,1,-0.11,0.04,1,-0.21,0.09,1
440,19.446,-99.167,827,-0.23,0.23,6,-0.24,0.24,6,-0.27,0.23,3,-0.21,0.23,1,-0.24,0.17,1,-0.06,0.05,1,-0.05,0.05,6,-0.18,0.17,1
441,19.458,-99.159,943,-0.45,0.56,5,-0.52,0.59,5,-0.46,0.59,5,-0.42,0.61,5,-0.42,0.53,5,-0.17,0.11,1,-0.15,0.1,1,-0.37,0.44,5
442,19.411,-99.168,981,-0.49,0.63,5,-0.49,0.69,5,-0.48,0.67,5,-0.48,0.64,5,-0.49,0.55,5,-0.24,0.15,1,-0.23,0.19,1,-0.41,0.5,5
443,19.438,-99.191,967,-0.44,0.25,4,-0.46,0.27,4,-0.45,0.31,4,-0.48,0.23,3,-0.49,0.15,3,-0.24,0.09,1,-0.21,0.09,1,-0.39,0.19,3
444,19.367,-99.167,843,-0.12,0.29,2,-0.11,0.28,2,-0.11,0.29,2,-0.1,0.28,2,-0.13,0.24,1,-0.07,0.16,1,-0.09,0.17,1,-0.1,0.24,1
445,19.449,-99.182,706,-0.33,0.54,5,-0.3,0.54,5,-0.26,0.5,5,-0.28,0.46,5,-0.25,0.43,5,-0.2,0.18,1,-0.22,0.23,1,-0.26,0.41,5
446,19.453,-99.175,956,-0.11,0.23,1,-0.1,0.26,2,-0.08,0.25,2,-0.12,0.27,2,-0.08,0.22,1,-0.07,0.12,1,-0.09,0.12,1,-0.09,0.21,1
447,19.455,-99.179,972,-0.55,0.1,3,-0.61,0.1,3,-0.59,0.08,3,-0.6,0.09,3,-0.59,0.08,3,-0.34,0.07,3,-0.28,0.08,3,-0.5,0.08,3
448,19.453,-99.166,977,-0.35,0.08,3,-0.38,0.06,3,-0.37,0.06,3,-0.37,0.06,3,-0.35,0.08,3,-0.16,0.05,1,-0.14,0.05,1,-0.3,0.06,3
449,19.459,-99.159,947,-0.26,0.18,3,-0.28,0.19,3,-0.32,0.2,3,-0.32,0.19,3,-0.28,0.13,3,-0.27,0.1,3,-0.26,0.09,3,-0.28,0.15,3
450,19.453,-99.17,961,-0.15,0.28,2,-0.16,0.31,2,-0.18,0.31,2,-0.19,0.29,2,-0.13,0.29,2,-0.07,0.05,1,-0.06,0.04,1,-0.13,0.22,1
451,19.449,-99.173,932,-0.11,0.2,1,-0.1,0.24,1,-0.11,0.2,1,-0.1,0.23,1,-0.11,0.21,1,-0.09,0.11,1,-0.09,0.04,1,-0.1,0.17,1
452,19.456,-99.175,978,-0.26,0.29,5,-0.28,0.3,5,-0.27,0.29,5,-0.23,0.29,2,-0.27,0.25,4,-0.23,0.11,1,-0.22,0.08,1,-0.25,0.23,3
453,19.46,-99.185,844,-0.18,0.12,1,-0.17,0.18,1,-0.15,0.16,1,-0.16,0.18,1,-0.18,0.13,1,-0.15,0.07,1,-0.16,0.05,1,-0.16,0.12,1
454,19.46,-99.188,930,-0.13,0.44,2,-0.12,0.49,2,-0.12,0.48,2,-0.11,0.48,2,-0.12,0.45,2,-0.12,0.07,1,-0.11,0.07,1,-0.11,0.35,2
455,19.456,-99.166,832,-0.13,0.3,2,-0.16,0.3,2,-0.18,0.29,2,-0.14,0.29,2,-0.19,0.27,2,-0.08,0.04,1,-0.06,0.03,1,-0.13,0.21,1
456,19.453,-99.158,959,-0.14,0.43,2,-0.16,0.5,2,-0.17,0.49,2,-0.13,0.45,2,-0.13,0.43,2,-0.13,0.16,1,-0.13,0.12,1,-0.14,0.36,2
457,19.445,-99.178,989,-0.36,0.22,3,-0.39,0.3,4,-0.34,0.29,4,-0.34,0.31,4,-0.33,0.27,4,-0.29,0.11,3,-0.28,0.11,3,-0.33,0.23,3
458,19.449,-99.16,720,-0.21,0.34,2,-0.2,0.37,2,-0.19,0.37,2,-0.2,0.4,2,-0.17,0.34,2,-0.14,0.16,1,-0.16,0.12,1,-0.18,0.3,2
459,19.437,-99.17,971,-0.34,0.2,3,-0.3,0.26,4,-0.31,0.24,3,-0.33,0.23,3,-0.31,0.27,4,-0.23,0.06,1,-0.21,0.07,1,-0.29,0.19,3
460,19.43,-99.149,927,-0.25,0.08,3,-0.34,0.07,3,-0.36,0.06,3,-0.33,0.06,3,-0.3,0.07,3,-0.18,0.06,1,-0.14,0.06,1,-0.27,0.06,3
461,19.449,-99.177,980,-0.35,0.14,3,-0.35,0.14,3,-0.4,0.13,3,-0.42,0.14,3,-0.38,0.11,3,-0.26,0.11,3,-0.23,0.11,1,-0.34,0.12,3
462,19.363,-99.183,567,-0.34,0.1,3,-0.37,0.1,3,-0.4,0.08,3,-0.39,0.1,3,-0.36,0.09,3,-0.3,0.06,3,-0.27,0.07,3,-0.34,0.08,3
463,19.451,-99.157,554,-0.27,0.09,3,-0.4,0.06,3,-0.4,0.07,3,-0.39,0.07,3,-0.32,0.07,3,-0.18,0.08,1,-0.14,0.05,1,-0.3,0.07,3
464,19.454,-99.152,573,-0.37,0.09,3,-0.43,0.07,3,-0.46,0.06,3,-0.43,0.08,3,-0.39,0.08,3,-0.21,0.08,1,-0.18,0.07,1,-0.35,0.07,3
465,19.351,-99.155,368,-0.38,0.07,3,-0.39,0.08,3,-0.39,0.07,3,-0.4,0.09,3,-0.35,0.08,3,-0.3,0.09,3,-0.27,0.09,3,-0.35,0.08,3
466,19.363,-99.187,573,-0.21,0.1,1,-0.21,0.1,1,-0.23,0.1,1,-0.18,0.13,1,-0.17,0.12,1,-0.17,0.08,1,-0.14,0.07,1,-0.18,0.1,1
467,19.35,-99.16,556,-0.16,0.13,1,-0.21,0.14,1,-0.18,0.13,1,-0.2,0.13,1,-0.17,0.15,1,-0.14,0.07,1,-0.11,0.07,1,-0.16,0.11,1
468,19.345,-99.158,364,-0.18,0.07,1,-0.18,0.07,1,-0.2,0.08,1,-0.18,0.07,1,-0.18,0.06,1,-0.16,0.07,1,-0.12,0.07,1,-0.17,0.07,1
469,19.344,-99.15,338,-0.43,0.18,3,-0.59,0.12,3,-0.62,0.11,3,-0.57,0.2,3,-0.58,0.05,3,-0.33,0.08,3,-0.3,0.08,3,-0.48,0.11,3
470,19.348,-99.152,350,-0.51,0.28,4,-0.64,0.17,3,-0.61,0.19,3,-0.63,0.16,3,-0.63,0.15,3,-0.46,0.08,3,-0.4,0.08,3,-0.55,0.15,3
471,19.347,-99.159,366,-0.23,0.08,1,-0.25,0.09,3,-0.26,0.07,3,-0.25,0.09,3,-0.25,0.08,3,-0.17,0.06,1,-0.16,0.05,1,-0.22,0.07,1
472,19.346,-99.146,523,-0.56,0.12,3,-0.6,0.08,3,-0.64,0.09,3,-0.65,0.1,3,-0.58,0.08,3,-0.35,0.06,3,-0.27,0.08,3,-0.52,0.08,3
473,19.362,-99.149,561,-0.6,0.15,3,-0.66,0.13,3,-0.67,0.11,3,-0.73,0.1,3,-0.69,0.09,3,-0.29,0.08,3,-0.24,0.06,1,-0.55,0.1,3
474,19.399,-99.151,372,-0.33,0.12,3,-0.4,0.13,3,-0.42,0.12,3,-0.4,0.09,3,-0.43,0.1,3,-0.3,0.06,3,-0.25,0.07,3,-0.36,0.09,3
475,19.353,-99.164,453,-0.67,0.21,3,-0.73,0.22,3,-0.72,0.18,3,-0.74,0.18,3,-0.72,0.24,3,-0.41,0.09,3,-0.32,0.11,3,-0.61,0.17,3
476,19.352,-99.165,565,-0.59,0.14,3,-0.69,0.06,3,-0.7,0.07,3,-0.68,0.08,3,-0.66,0.08,3,-0.24,0.06,1,-0.19,0.05,1,-0.53,0.07,3
477,19.382,-99.154,566,-0.34,0.2,3,-0.47,0.12,3,-0.37,0.15,3,-0.44,0.12,3,-0.41,0.12,3,-0.18,0.08,1,-0.17,0.07,1,-0.34,0.12,3
478,19.387,-99.154,562,-0.09,0.43,2,-0.12,0.43,2,-0.1,0.39,2,-0.1,0.37,2,-0.09,0.37,2,-0.08,0.08,6,-0.08,0.08,6,-0.09,0.3,2
479,19.376,-99.153,563,-0.19,0.5,2,-0.2,0.49,2,-0.16,0.49,2,-0.14,0.5,2,-0.19,0.47,2,-0.13,0.09,1,-0.11,0.09,1,-0.16,0.37,2
480,19.352,-99.158,560,-0.37,0.38,5,-0.34,0.39,5,-0.37,0.38,5,-0.38,0.39,5,-0.28,0.3,5,-0.24,0.18,1,-0.18,0.22,1,-0.3,0.32,5
481,19.385,-99.151,373,-0.23,0.12,1,-0.26,0.11,3,-0.26,0.14,3,-0.29,0.09,3,-0.23,0.12,1,-0.14,0.05,1,-0.12,0.08,1,-0.21,0.1,1
482,19.349,-99.17,449,-0.34,0.17,3,-0.32,0.27,4,-0.37,0.24,3,-0.32,0.25,4,-0.32,0.2,3,-0.16,0.24,1,-0.18,0.25,2,-0.28,0.23,3
483,19.347,-99.179,563,-0.24,0.17,1,-0.38,0.1,3,-0.41,0.14,3,-0.4,0.1,3,-0.35,0.11,3,-0.16,0.07,1,-0.12,0.1,1,-0.29,0.11,3
484,19.357,-99.172,561,-0.24,0.09,1,-0.28,0.09,3,-0.31,0.09,3,-0.31,0.08,3,-0.28,0.09,3,-0.15,0.08,1,-0.16,0.06,1,-0.24,0.08,1
485,19.382,-99.148,565,-0.34,0.1,3,-0.43,0.07,3,-0.48,0.08,3,-0.44,0.07,3,-0.41,0.07,3,-0.2,0.07,1,-0.18,0.06,1,-0.35,0.07,3
486,19.393,-99.146,358,-0.27,0.05,3,-0.29,0.07,3,-0.3,0.04,3,-0.29,0.05,3,-0.27,0.05,3,-0.12,0.07,1,-0.14,0.05,1,-0.24,0.05,1
487,19.42,-99.141,561,-0.28,0.12,3,-0.25,0.12,3,-0.25,0.13,3,-0.27,0.08,3,-0.26,0.09,3,-0.14,0.1,1,-0.1,0.11,1,-0.22,0.1,1
488,19.347,-99.171,562,-0.44,0.16,3,-0.47,0.17,3,-0.48,0.17,3,-0.46,0.14,3,-0.42,0.15,3,-0.21,0.14,1,-0.22,0.12,1,-0.38,0.15,3
489,19.351,-99.175,308,-0.26,0.17,3,-0.34,0.21,3,-0.33,0.16,3,-0.32,0.15,3,-0.33,0.13,3,-0.16,0.1,1,-0.17,0.11,1,-0.27,0.14,3
490,19.381,-99.146,280,-0.23,0.15,1,-0.31,0.1,3,-0.37,0.07,3,-0.31,0.1,3,-0.29,0.1,3,-0.21,0.08,1,-0.17,0.08,1,-0.27,0.09,3
491,19.351,-99.147,389,-0.27,0.16,3,-0.35,0.15,3,-0.35,0.07,3,-0.34,0.16,3,-0.27,0.12,3,-0.15,0.1,1,-0.15,0.09,1,-0.26,0.12,3
492,19.376,-99.156,148,-0.41,0.2,3,-0.38,0.27,4,-0.3,0.13,3,-0.24,0.21,1,-0.24,0.16,1,-0.18,0.15,1,-0.1,0.23,1,-0.26,0.19,3
493,19.42,-99.147,388,-0.22,0.12,1,-0.23,0.19,1,-0.25,0.15,3,-0.25,0.1,3,-0.23,0.1,1,-0.15,0.09,1,-0.14,0.1,1,-0.2,0.12,1
494,19.385,-99.14,313,-0.22,0.11,1,-0.21,0.11,1,-0.2,0.11,1,-0.18,0.1,1,-0.18,0.13,1,-0.08,0.17,1,-0.11,0.15,1,-0.16,0.12,1
495,19.376,-99.144,395,-0.22,0.18,1,-0.2,0.2,6,-0.16,0.19,1,-0.2,0.18,1,-0.15,0.16,1,-0.09,0.13,1,-0.09,0.11,1,-0.15,0.16,1
496,19.352,-99.151,308,-0.22,0.1,1,-0.24,0.12,1,-0.27,0.12,3,-0.24,0.1,1,-0.25,0.08,3,-0.14,0.06,1,-0.11,0.05,1,-0.21,0.08,1
497,19.388,-99.148,395,-0.2,0.09,1,-0.22,0.1,1,-0.22,0.09,1,-0.22,0.09,1,-0.2,0.1,1,-0.08,0.06,1,-0.08,0.07,1,-0.17,0.08,1
498,19.412,-99.153,395,-0.19,0.07,1,-0.2,0.07,1,-0.2,0.07,1,-0.17,0.08,1,-0.17,0.07,1,-0.09,0.08,1,-0.08,0.08,6,-0.15,0.07,1
499,19.378,-99.148,395,-0.2,0.11,1,-0.25,0.1,3,-0.27,0.09,3,-0.24,0.09,1,-0.2,0.07,1,-0.13,0.07,1,-0.09,0.05,1,-0.19,0.08,1
500,19.382,-99.143,396,-0.26,0.14,3,-0.32,0.15,3,-0.33,0.17,3,-0.32,0.19,3,-0.31,0.09,3,-0.16,0.11,1,-0.15,0.08,1,-0.26,0.13,3
501,19.4,-99.145,296,-0.4,0.3,4,-0.42,0.31,4,-0.42,0.36,4,-0.47,0.34,4,-0.43,0.24,3,-0.25,0.11,3,-0.23,0.09,1,-0.37,0.25,4
502,19.366,-99.144,397,-0.27,0.19,3,-0.34,0.17,3,-0.33,0.2,3,-0.32,0.16,3,-0.28,0.11,3,-0.14,0.09,1,-0.12,0.11,1,-0.25,0.14,3
503,19.391,-99.143,335,-0.29,0.2,3,-0.31,0.22,3,-0.32,0.19,3,-0.34,0.22,3,-0.32,0.14,3,-0.17,0.07,1,-0.14,0.08,1,-0.27,0.16,3
504,19.37,-99.146,335,-0.29,0.18,3,-0.31,0.19,3,-0.29,0.21,3,-0.3,0.15,3,-0.27,0.19,3,-0.18,0.12,1,-0.13,0.11,1,-0.25,0.16,3
505,19.418,-99.145,125,-0.25,0.21,3,-0.45,0.1,3,-0.4,0.12,3,-0.38,0.11,3,-0.34,0.09,3,-0.16,0.05,1,-0.14,0.08,1,-0.3,0.1,3
506,19.365,-99.147,396,-0.26,0.17,3,-0.3,0.15,3,-0.3,0.15,3,-0.3,0.17,3,-0.3,0.14,3,-0.2,0.08,1,-0.15,0.08,1,-0.25,0.13,3
507,19.413,-99.139,337,-0.23,0.13,1,-0.31,0.1,3,-0.28,0.11,3,-0.31,0.09,3,-0.27,0.07,3,-0.1,0.08,1,-0.1,0.07,1,-0.22,0.09,1
508,19.444,-99.167,384,-0.38,0.12,3,-0.41,0.15,3,-0.38,0.19,3,-0.38,0.15,3,-0.38,0.11,3,-0.2,0.08,1,-0.14,0.12,1,-0.32,0.13,3
509,19.419,-99.15,325,-0.32,0.16,3,-0.4,0.16,3,-0.42,0.13,3,-0.34,0.11,3,-0.32,0.1,3,-0.18,0.07,1,-0.15,0.1,1,-0.3,0.11,3
510,19.422,-99.143,168,-0.26,0.1,3,-0.23,0.07,1,-0.26,0.1,3,-0.24,0.11,1,-0.2,0.11,1,-0.13,0.11,1,-0.12,0.09,1,-0.2,0.09,1
511,19.388,-99.146,168,-0.27,0.21,3,-0.39,0.18,3,-0.35,0.13,3,-0.39,0.15,3,-0.28,0.16,3,-0.17,0.09,1,-0.16,0.1,1,-0.28,0.14,3
512,19.417,-99.146,394,-0.22,0.17,1,-0.25,0.17,3,-0.28,0.1,3,-0.21,0.17,1,-0.23,0.2,1,-0.15,0.12,1,-0.12,0.06,1,-0.2,0.14,1
513,19.399,-99.138,281,-0.28,0.1,3,-0.35,0.12,3,-0.3,0.11,3,-0.33,0.12,3,-0.27,0.09,3,-0.15,0.1,1,-0.14,0.13,1,-0.25,0.11,3
514,19.42,-99.153,281,-0.36,0.2,3,-0.4,0.15,3,-0.38,0.16,3,-0.4,0.15,3,-0.35,0.14,3,-0.24,0.11,1,-0.19,0.11,1,-0.33,0.14,3
515,19.372,-99.146,294,-0.29,0.13,3,-0.38,0.12,3,-0.35,0.12,3,-0.38,0.09,3,-0.32,0.07,3,-0.21,0.05,1,-0.13,0.07,1,-0.29,0.09,3
516,19.356,-99.179,341,-0.33,0.16,3,-0.37,0.15,3,-0.34,0.15,3,-0.42,0.14,3,-0.35,0.12,3,-0.23,0.07,1,-0.17,0.07,1,-0.31,0.12,3
517,19.411,-99.145,562,-0.25,0.08,3,-0.32,0.07,3,-0.3,0.07,3,-0.3,0.07,3,-0.25,0.08,3,-0.17,0.07,1,-0.16,0.06,1,-0.25,0.07,3
518,19.355,-99.154,559,-0.41,0.13,3,-0.49,0.1,3,-0.52,0.07,3,-0.51,0.08,3,-0.46,0.06,3,-0.28,0.07,3,-0.21,0.07,1,-0.41,0.08,3
519,19.355,-99.175,365,-0.33,0.08,3,-0.36,0.08,3,-0.36,0.1,3,-0.37,0.09,3,-0.38,0.08,3,-0.3,0.07,3,-0.24,0.08,1,-0.33,0.08,3
520,19.394,-99.143,385,-0.47,0.07,3,-0.56,0.12,3,-0.55,0.09,3,-0.55,0.11,3,-0.56,0.06,3,-0.44,0.07,3,-0.31,0.09,3,-0.49,0.08,3
521,19.447,-99.154,526,-0.28,0.12,3,-0.35,0.08,3,-0.38,0.1,3,-0.37,0.07,3,-0.37,0.05,3,-0.24,0.04,1,-0.15,0.05,1,-0.3,0.07,3
522,19.443,-99.203,559,-0.7,0.18,3,-0.78,0.16,3,-0.79,0.14,3,-0.78,0.14,3,-0.79,0.13,3,-0.6,0.14,3,-0.49,0.17,3,-0.7,0.15,3
523,19.362,-99.175,374,-0.61,0.12,3,-0.65,0.1,3,-0.69,0.14,3,-0.69,0.1,3,-0.71,0.08,3,-0.5,0.08,3,-0.39,0.09,3,-0.6,0.1,3
524,19.355,-99.185,527,-0.52,0.16,3,-0.62,0.14,3,-0.63,0.11,3,-0.65,0.12,3,-0.63,0.1,3,-0.34,0.08,3,-0.26,0.11,3,-0.52,0.11,3
525,19.416,-99.135,366,-0.36,0.08,3,-0.41,0.09,3,-0.45,0.07,3,-0.43,0.1,3,-0.44,0.06,3,-0.28,0.07,3,-0.22,0.08,1,-0.37,0.07,3
526,19.409,-99.151,522,-0.63,0.12,3,-0.73,0.1,3,-0.74,0.12,3,-0.7,0.1,3,-0.75,0.08,3,-0.46,0.09,3,-0.29,0.1,3,-0.61,0.1,3
527,19.361,-99.177,572,-0.65,0.23,3,-0.73,0.19,3,-0.73,0.18,3,-0.73,0.13,3,-0.71,0.18,3,-0.3,0.12,3,-0.3,0.16,3,-0.59,0.17,3
528,19.423,-99.135,337,-0.69,0.35,4,-0.79,0.29,4,-0.78,0.26,4,-0.77,0.34,4,-0.76,0.2,3,-0.16,0.16,6,-0.13,0.14,1,-0.58,0.24,3
529,19.359,-99.183,384,-0.65,0.4,4,-0.73,0.37,4,-0.77,0.34,4,-0.76,0.3,4,-0.73,0.35,4,-0.24,0.33,2,-0.21,0.26,2,-0.58,0.33,4
530,19.359,-99.153,667,-0.58,0.21,3,-0.66,0.29,4,-0.67,0.26,4,-0.67,0.24,3,-0.65,0.2,3,-0.34,0.1,3,-0.3,0.09,3,-0.55,0.19,3
531,19.416,-99.141,687,-0.65,0.14,3,-0.75,0.15,3,-0.74,0.15,3,-0.75,0.11,3,-0.72,0.12,3,-0.51,0.1,3,-0.38,0.12,3,-0.64,0.12,3
532,19.352,-99.178,686,-0.47,0.13,3,-0.52,0.11,3,-0.51,0.12,3,-0.5,0.14,3,-0.49,0.09,3,-0.3,0.09,3,-0.27,0.09,3,-0.43,0.1,3
533,19.454,-99.173,688,-0.52,0.09,3,-0.6,0.06,3,-0.59,0.07,3,-0.59,0.07,3,-0.55,0.08,3,-0.24,0.08,1,-0.2,0.08,1,-0.47,0.07,3
534,19.349,-99.165,686,-0.48,0.12,3,-0.58,0.1,3,-0.58,0.08,3,-0.58,0.08,3,-0.53,0.09,3,-0.15,0.16,1,-0.18,0.11,1,-0.44,0.1,3
535,19.464,-99.169,688,-0.6,0.13,3,-0.66,0.18,3,-0.66,0.15,3,-0.68,0.17,3,-0.65,0.1,3,-0.23,0.11,1,-0.2,0.11,1,-0.52,0.13,3
536,19.407,-99.144,751,-0.55,0.19,3,-0.65,0.18,3,-0.67,0.13,3,-0.64,0.16,3,-0.63,0.16,3,-0.24,0.13,1,-0.23,0.11,1,-0.51,0.15,3
537,19.41,-99.142,437,-0.35,0.41,5,-0.35,0.45,5,-0.34,0.48,5,-0.35,0.46,5,-0.33,0.39,5,-0.12,0.38,2,-0.14,0.27,2,-0.28,0.4,5
538,19.413,-99.143,391,-0.27,0.13,3,-0.29,0.17,3,-0.26,0.15,3,-0.25,0.15,3,-0.22,0.12,1,-0.18,0.13,1,-0.15,0.1,1,-0.23,0.13,1
539,19.399,-99.141,351,-0.33,0.1,3,-0.32,0.16,3,-0.31,0.09,3,-0.28,0.09,3,-0.29,0.09,3,-0.12,0.09,1,-0.1,0.11,1,-0.25,0.1,3
540,19.356,-99.149,456,-0.39,0.17,3,-0.42,0.2,3,-0.47,0.15,3,-0.45,0.15,3,-0.4,0.11,3,-0.23,0.08,1,-0.21,0.08,1,-0.36,0.13,3
541,19.373,-99.149,455,-0.67,0.26,4,-0.7,0.29,4,-0.73,0.26,4,-0.72,0.22,3,-0.73,0.18,3,-0.47,0.08,3,-0.33,0.09,3,-0.62,0.19,3
542,19.349,-99.179,381,-0.26,0.14,3,-0.34,0.11,3,-0.32,0.1,3,-0.33,0.09,3,-0.28,0.09,3,-0.21,0.08,1,-0.17,0.09,1,-0.27,0.09,3
543,19.367,-99.149,456,-0.57,0.15,3,-0.58,0.19,3,-0.63,0.16,3,-0.63,0.16,3,-0.66,0.1,3,-0.39,0.09,3,-0.34,0.09,3,-0.54,0.13,3
544,19.378,-99.158,440,-0.52,0.21,3,-0.55,0.22,3,-0.55,0.2,3,-0.57,0.21,3,-0.62,0.15,3,-0.47,0.12,3,-0.39,0.11,3,-0.52,0.17,3
545,19.462,-99.178,455,-0.52,0.15,3,-0.5,0.16,3,-0.54,0.12,3,-0.53,0.14,3,-0.52,0.13,3,-0.31,0.1,3,-0.25,0.13,3,-0.45,0.13,3
546,19.371,-99.142,348,-0.22,0.07,1,-0.29,0.06,3,-0.3,0.07,3,-0.28,0.06,3,-0.27,0.05,3,-0.17,0.05,1,-0.14,0.06,1,-0.23,0.06,1
